,Product_ID,Comment,Skin_Tone,Skin_Type
47,1058331261,I dry sensitive skin tried many expensive American sunscreens I found one This one honestly perfect It scent white cast comes tube white applies clear stinging dry skin cause breakouts I never gotten sunburnt wearing I also worn makeup without issues This also better Canmake mermaid sunscreen opinion I love sunscreen much I even got mom Mother day gift,Fair,Dry
48,1058331261,I normal dry skin Isehan Kiss Me Mommy sunscreen works beautifully skin It applies effortlessly absorb fast heavy tacky feeling leaves dewy finish No white cast I medium skin tone pilling upon application Tried many suncreens past best far new HOLY GRAIL sunscreen,Medium,Dry
49,1058331261,This GORGEOUS sunscreen It thick spreads really easily across skin like sunscreen essence full sunscreen texture I bought based Kelly Driscoll recommendation used term grippy really feel gripping onto skin creating great sun protection awesome Alcohol fragrance free gentle perfect sensitive skin also really could work oily dry thick light Super happy SPF highly recommend definitely repurchase,Light,Dry
50,1058331261,tried today first time really lightweight absorbed quickly hydrating dry completely perfect children people dry skin combination skin use feels amazing pill,Light Medium,Combination
51,1058331261,Another wonderful Japanese sunscreen Free alcohol fragrance layers really well day weigh skin The finish little shiny I found I use moisturising lotion underneath instead cream seems keep shiny look control Recommend sensitive skin,Fair,Combination
52,1058331261,I impressed sunscreen It spreads nicely cosmetically elegant waterproof fragrance alcohol free Perfect sensitive skin also offers great UVA UVB protection Will definitely purchase,Fair,Combination
53,1058331261,This sunscreen works great mature dry skin Gives bit glow,Light Medium,Dry
54,1058331261,Finally A complete 50 spf sting eyes I tried many I always got reactions But Kiss Me Mommy SPF different I ADORE IT I bought 2 bottles regret I bought I see item rarely stock,Light,Combination
55,1058331261,I already fan sunscreen normally buy larger bottle one shaped like bear This mini size perfect going holiday travel,Light,Dry
56,1058331261,mum love spf sensitive rosacea acne prone skin react product however using ISEHAN spf reaction stinging watery eyes breakouts It must sensitive skin con size small time stock I definitely purchase future Does anyone know product back stock,Light Medium,Dry
57,1058331261,This better I think omi verdio spf 50 although similar It dries quicker shine disappears Will happily use recommend,Fair,Normal
58,1058331261,I think best sunscreen ever For shiny say Biossance Elta MD sunscreens Drmtlgy sunscreens even though water resistant It sting eyes spell pill Bear mind sunscreen functionality skin also depends came For example I used Cerave tub Elta MD UV Element Tinted literally grease screen face like know get pores With sunscreen utilizes newer filters lovely sensitive acne prone skin I using ceramedx soothing facial lotion applying sunscreen also like 1 toner 1 essence 3 serums moisturizer still goes like dream,Medium,Combination
59,1058331261,I recommend sunscreen people dry skin give greasy look experience,Light Medium,Dry
60,1058331261,Love It super good sunscreen leaves slightly oily looking I take I wish bigger bottle I go sunscreen really fast Otherwise complaints,Light,Oily
61,1058331261,This sun cream amazing light texture perfect oily skin I repurchase definitely,Medium,Oily
62,1058331261,Finally found exactly I looking After whole purito debacle I need new sunscreen WOW one amazing No white cast fragrance lightweight texture leaves nice glow without overly greasy water resistant It kind reminds krave beet shield terms texture I oily acne prone skin made break In winter I use light moisturizer underneath warmer days I get away using moisturizer sunscreen one I love much I already bought 2 backups affordable,Light Medium,Combination
63,1058331261,The perfect sunscreen dry skin gives great dewy finish,Light,Dry
64,1058331261,I happy I purchased I looking SPF easy use feels nice skin much It milky consistency layers easily skin absorbs pretty fast There absolutely NO WHITE CAST I used I already tell repurchase long time,Medium,Combination
65,1058331261,Love sunscreen happy I tried In AM I wash face towel dry put It moisturizing water resistant cast free It perfect I wish option buy 16oz 1 gallon I could sustainable SPF usage,Light Medium,Normal
66,1058331261,This excellent sunscreen provides high protection without white cast extreme greasiness It pill makeup burn eyes either I wish always stock,Fair,Dry
67,1058331261,This new HG go sunscreen Leaves cast absorbs quickly perfect sensitive eyes skin Highly recommend,Light,Normal
68,1058331261,Really light weight sinks skin really quickly leaves cool feeling skin leaves white cast far I aware packaging really cute,Light,Combination
69,1058331261,Very good spf sensitive skin great make base white cast,Light Medium,Combination
70,1058331261,Besides loving name 50 spf sunscreen I also love texture Dr Dray recommended usual correct assessment The product goes beautifully fragrance free Just wish came bigger tube I see going real fast Highly recommend,Medium,Combination
71,1058331261,I long avoided sunscreen felt like mask watching Dr Dray YouTube serious sun care I bought sunscreen hopes making daily habit I comfortable new favorite skin care product It super lightweight melts skin feel heavy caked It smell drying skin You probably look little shiny fade minutes I wish came bigger size,Light,Dry
72,1058331261,This part first Asian sunscreen haul I tried summer I found shiny combination skin I gave another chance winter I loved hydrating still lightweight Perfect I dealing dryness peeling retinol It irritate skin whatsoever I sensitive skin,Light,Combination
73,1058331261,This product cute bag I always get excited use It blends well white cast light medium skin However I find I reapply throughout day eyes begin sting water This occurs many chemical sunscreens I used I surprised Everything else A book,Light Medium,Combination
74,1058331261,I picky sunscreen using liquid suncreen Innisfree blueberry one I love lot longer find way buy I decided try The formula runny absorbs quick Although still leaves slightly oily feeling skin bad point I annoyed The oily feeling go away I like much Innisfree one,Light,Combination
75,1058331261,Very nice spread nicely white cast sting eyes irrited skin The texture light finish skin shiny hydrating enough winter It water sweat resistent I use something else I exercice,Fair,Combination
76,1058331261,Probably best waterproof sunscreen tried Unfortunately I would recommend daily use leave bit sticky finish probably due facts waterproof Furthermore sting eyes nice texture Will repurchase summer,Light,Combination
77,1058331261,The consistency spreadability great however stings eyes I rub day Also summer travel eyes sweating I gave boyfriend also whines stings eyes It also gives shiny forehead But happens almost chemical sunscreens I tried I combo skin,Medium,Combination
78,1058331261,Lightweight effective waterproof sunscreen The reason I give 5 stars I think may breaking I prone breakouts But nothing else changed skincare,Light Medium,Combination
79,1058331261,I liked sunscreen perfect It gives wide spectrum sunprotection spreads well skin white cast BUT leaves shiny finish I like It made look greasy,Light,Combination
80,1058331261,Right go spf I spending time outside It non irritating feels fairly nice applied Every spf 50 high uvb protection I tried made break fact one amazing It pill little reapply much skincare underneath I find pilling noticeable rub face dried I also find face feel bit oily dry end day I wear though I sure good hydrating mist would help While room improvement I found anything I like nearly much let alone anything affordable,Fair,Combination
81,1058331261,Great choice looking sunscreen without irritants alcohols fragrances lightweight hydrating Minor cons bit shiny stings little around eyes fair eyes sensitive peoples Definitely would repurchase,Light Medium,Oily
82,1058331261,I find nice gentle watery sunscreen Reminds typical Korean sunscreens comes bonus water resistant It bit shiny side benefit water resistant However I found 3 4 hours run eyes starts stinging quite bit The sunscreen also covers face shiny layer ends quite bit drying several hours big deal breaker But people normal oily skin would work great Very elegant minus shine,Fair,Dry
83,1058331261,I excited try sunscreen provides good coverage contain fragrances essential oils It lightweight absorbs well leave white cast Unfortunately skin really appreciate sunscreen much I hoped would I gonna using body instead It worth giving try though,Light,Dry
84,1058331261,This sunscreen sticky skin looked super greasy As skin really oily summer product I like smell sting eyes hours I felt need wash blot face I liked use body skin lot dryer though People dry skin definitely love sunscreen,Fair,Combination
85,1058331261,good sunscreen leaves face shiny af currently using beach since water resistant care look lol,Light Medium,Combination
86,1058331261,This sunscreen shiny skin forming glossy film top played well makeup top Fine go glowy look I naturally anyway I happy SPF50 PA waterproof fragrance alcohol free formulation I realised broke tiny whiteheads unlike acne I usually prone So I stopped using face using neck till runs Won repurchase,Fair,Combination
87,1058331261,I somewhat oily dehydrated skin compromised skin barrier I looking hydrating sunscreen without alcohol This sunscreen light hydrating sink skin completely I would liked It still nice first choice I prefer Canmake Mermaid Skin Gel UV SPF But I believe would perfect someone dry skin type,Light,Oily
88,1058331261,Spreads extremely easy significant smell Decent size japanese sunscreen However oily thought finish way dewy My forehead like tv,Light Medium,Oily
89,1058331261,Nagyon k nny text ra gyorsan felsz v dik Nem irrit lja b rt nincs feh r r teg J r sminkelni,Light Medium,Combination
90,1058331261,Super contente car produit non blanchissant che rapidement sur la peau ne colle pas se fond tr bien peau mixte l ger permet le maquillage derri sociable avec mes autres produits make Une belle surprise je l utilise apr cr de jour au quotidien le seul b mol est que le tube est petit et le produit sera vite termin pour un solaire j aurais aim une contenance plus importante,Light,Combination
91,1058331261,Es probablemente el mejor protector solar que utilizado Es transparente resistente al agua se absorbe muy r pido en la piel Tambi n se nota que la hidrata Deja la cara un poco brillante pero como los dem protectores solares,Fair,Normal
92,1092052818,A month ago I received sample sunscreen I love texture I tested I purchase immediately amazing sensitive skin I definitely buying,Light Medium,Dry
93,1092052818,I actually bought sunscreen I think like primer little tint purply blueish used morning first time skin likes I used primer used sunscreen good measure since I convinced enough,Light,Combination
94,1092052818,Its scent made wonderstruck I totally love It brought back time child I used pick wonderful magnolia flowers garden I would definitely advice product dry skin since really moisturising I combination skin oily areas especially forehead first sight effect pleasant I decided put setting powder All Hours YSL I loved I reckon would good make primer,Light,Combination
95,1092052818,I love stuff I accidentally got tone version instead regular blue version honestly I even care I want try kind I also want stop using one This great makeup makeup days I notice white cast skin either way Has super light scent irritate skin I super sensitive skin well I wear triple layer sunscreen I say helped prevent sun damage I sure bonus UV protection hurt The thing I really like packaging I way stand straight side I like grip back win lose Will buying regrets,Light,Dry
96,1092052818,I got sample I recieved previous purchase It slightly purple cast disappears 2 minutes I liked tone effect package really cute comfy carry bag reaplying,Light,Dry
97,1092052818,This work Maybe work people darker skin tone The feel texture great gave strange lilac white cast flattering,Light,Combination
98,1092052818,Lo comprado x q lleg una muestra fue muy bien lo nico en el embalse es peque ito,Light Medium,Combination
99,1092052818,Primero que yo quemo la cara ni tres horas pasando la playa Esta crema si que funciona No est pegajosa bastante ligera puedes usar como primer antes de maquillaje Un poco blanquece la cara,Light,Combination
100,1092052818,Cumple su funci n se hace pesada con el pico olor protector solar tiene un color rosado blanquecino que una vez puesto se integra con la piel,Fair,Combination
101,1092052818,Ottimo prodotto da utilizzare sotto il make come primer perch protegge dal sole allo stesso tempo lenisce rossori un ottima crema solare giornaliera da utilizzare come ultimo step della tua skincare mattutina Leggermente fluida io la agito prima dell utilizzo per ottimizzarne le prestazioni La marca neogen resta comunque una garanzia ottimi prodotti ad un prezzo valido Consiglio vivamente l acquisto la crema solare SEMPRE importante tutti giorni,Light Medium,Combination
102,1092052818,Questa spf neogen veramente formidabile ottima si asciuga fretta e non lascia aloni La consiglio vivamente,Fair,Combination
103,1092052818,la sto testando da circa 2 settimane e non proprio nulla da ridere Non appiccica ed un perfetto primer per il make sono super soddisfatta Il colore lilla poi strepitosooo,Light Medium,Combination
104,1092052818,Este producto tiene fascinada deja una piel luminosa protegida pero sobre todo el olor es floral suave delicioso Para se ha convertido en un b sico,Light,Oily
105,1092052818,Deja la piel increible para luego aplicarse la BB cream si quieres mas cobertura sino quiero maquillarme solo con ella queda la piel preciosa ademas protegida,Light Medium,Combination
106,1071367602,Great product Small bit oily need shake well using I prefer using winter use cream version summer Great product otherwise,Medium,Normal
107,1071367602,I actually prefer anessa perfect milk gold bottle blue cap 2020 formula The fragrance biore less strong goes away faster On skin type biore less shiny compared anessa Both matte skin least biore eventually sets decent finish My friend finds sunscreen matte ymmv Like anessa leave white cast due zinc oxide skintones nc30 The biore liquid texture best applied straight onto face I find sunscreen pretty dehydrating I layer lots hydrating products underneath Would repurchase hot humid summer months outdoor activities,Light Medium,Normal
108,1071367602,Not sure I got expired sunscreen quality weird It extremely liquidy given milk sunscreens But one water also left weird white cast It also pilled clung dry patches Just white chalky weird mess I really wanted like alas It awful I tread caution order directly Biore,Light Medium,Combination
109,1071367602,Cet cran solaire n est pas mal il prot ge bien je crois mais n est pas la meilleure base de maquillage Je lui pr f un autre dans la marque Bior Ceci dit il ne laisse pas de sensation collante ne blanchit pas la peau C est juste une histoire de sensation personnelle je pense Sa grande contenance fait que pour une utilisation quotidienne il se fend aussi tr bien,Fair,Normal
110,1099798105,drying applied serums moisturizer still dried watery similar make prem spf buy light cast dried,Light,Combination
111,1099798105,I love texture milky consistency sunscreen fact easy apply It leave minimal white cast disappears However little drying I wear moisturizer underneath one,Tan,Combination
112,1099798105,I saw great reviews Asian Skin Care Reddit thread every says holy grail product expectations pretty high The formula good sensitive skin irritate skin However I like way finish feels looks fine feels sticky even soaks good wearing makeup,Fair,Dry
113,1099798105,I finish bottle however pills lot Especially clothes rubbing skin,Fair,Dry
114,1075338426,As title said one best sunscreen I used I chose whitening one I regretting choice I hyperpigmentation literally makes disappear couple weeks use My skin glowing protected well amazing I definitely purchasing,Medium Deep,Combination
115,1075338426,This sunscreen affordable nice I finished bought second bottle Can live without,Fair,Combination
116,1075338426,I loving sunscreen even summer I bought SNAIL UV one made skin look brighter matt finish personally love It light skin absorbes fast well definitely feel greasy oily sticky Perfect oily skin like mine I rather medium light skin tone rubbing well left skin look bright rather white But think darker skin tones might leave white cast I would compare smell baby powder smell surely strong I definitely repurchasing one,Light Medium,Oily
117,1075338426,I love sunscreen days skin drier side Light airy gel texture A slight fragrance goes away,Fair,Oily
118,1075338426,I nervous I seen anyone recommending people color thought would little white cast I wear makeup work anywhere I recommend anyone,Deep,Combination
119,1075338426,This one favorite sunscreen Not oily non sticky It also doesnt strong scent also love The coverage also perfect light skin Looks I already foundation bb cream,Light,Oily
120,1075338426,For price amazing stuff My skin loves white spot nothing So rich good,Light,Dry
121,1075338426,Great consistency white traces left application perfect protection vaccay Sardegna,Light Medium,Combination
122,1075338426,This sunscreen thicker texture apply recommended amount face look extremely white first Just keep massaging skin eventually absorb The result overly oily sticky leave skin looking super greasy like sunscreens With careful application caused eye irritation problem brands I also really appreciate thin spout tube allows control much product comes It VERY light floral scent overwhelming Definitely recommend,Light Medium,Combination
123,1075338426,This somehow one Favorite spf This lightweight non greasy perfectly sets unto face protects,Medium,Combination
124,1075338426,I kind skeptical first considering cheap sunscreen I completely convinced one best sunscreen I ever used It ligthweight needs moment absorb leave white cast It protects skin perfectly even wear makeup top peel Now excuse I going go ahead buy,Fair,Oily
125,1075338426,I always feel nice hydrated using sunscreen It takes minute sink rest assured white cast One favorites favorite sunscreen I used like gift friends I love much Please give try,Fair,Combination
126,1075338426,Wonderful susncreen Very moisturizing importantly break It might seem like gonna leave white cast first evenly distributed skin absorbs quickly ends looking perfectly even,Light Medium,Combination
127,1075338426,I used get snail one They good To honest I like snail one better one good,Medium,Dry
128,1075338426,No sticky use It works well skin make irritate face,Medium,Dry
129,1075338426,ahh love soooo much really goooood im definitely gonna buy,Light,Normal
130,1075338426,I using sunscreen months I like alot The consistency thick blend well leave whitecast brighten skin quite bit much I get pimples using sunscreen also doesnt leave skin glowy,Light,Combination
131,1075338426,It nice sun cream It work well combination skin It caused brake outs heavy It light nice smell irritate skin It leaves white residue I spread evenly super visible Is sticky absorbs fast skin I using two months,Light Medium,Combination
132,1075338426,I liked much feel heavy make skin look shiny matte either looks good I like smell strong pretty,Medium,Combination
133,1075338426,I became love product first use I bought two Whitening ones best decision I ever made haha After couple times I noticed really whitening effect It non sticky spreads smoothly absorbing fast without white cast really good My skin also feels moisturized use make looks good AND ALSO Since I using product oily skin became less oily So I recommending everyone really worth 33,Light Medium,Oily
134,1075338426,Good spf hidrating effect No white cast burn sting eyes Yesstyle always good choice I love site I would buy everything,Light Medium,Combination
135,1075338426,I searching new sunscreen I using Purito sunscreen involved scandal I wanted replacement one I wanted sunscreen free bad ingredients like alcohol sunscreen So also searching good sunscreen high SPF level good ingredients I really recommend one,Medium,Dry
136,1075338426,The size nice big I love I wish mire brands would sunscreen needs reapplied often tube goes fast I recommend sunscreen irritation far,Medium,Oily
137,1075338426,Great inexpensive sunscreen awesome beginners budget teens,Light Medium,Normal
138,1075338426,Great sun cream Really good price large tube Does leave whitecast Non sticky I recommend,Light,Dry
139,1075338426,I absolutely recommend SPF I sensitive combination skin It absorb quickly I oily either matte using,Light Medium,Combination
140,1075338426,This great light weight sunscreen feel greasy I love goopy normal sunscreens layers well makeup Highly recommend 10 10 afforable,Fair,Combination
141,1075338426,It definitely creamy takes bit effort work nothing bad gives little flashback dewy finish oily one supposed whitening I recomend peaple darker skin whitening one I love evens tone skin could work good primer Also great value money setback stings eyes I super sensitive eyes chemical sunscreen I guess expected Will repurchase Bottle also beautiful,Light,Combination
142,1075338426,I love heavy non greasy absorbs quickly leaves skin nourished smooth helped lot redness scars acne definitely recommended,Light,Combination
143,1075338426,This great job protecting skin I happy skin cancer,Tan,Combination
144,1075338426,I purchased mom loves far She uses everyday claims seen brightening effect face She usually hates wearing sunscreen says likes texture one enough wear daily,Medium,Normal
145,1075338426,I tried many foundation one work brightening greasy,Light,Dry
146,1075338426,Lotion light weight Has little bit soapi smlell Has fragrance Smell nice,Medium,Normal
147,1075338426,This second time purchasing product It works well accurate description I continue buy,Fair,Combination
148,1075338426,sunscreen amazing I love even aunt asked buy It barely white cast minimal beginning applied,Light,Dry
149,1075338426,Bought whitening version works well leave white cast anything like feel greasy heavy break highly sensitive skin 10 10 would recommend,Fair,Dry
150,1075338426,I like sunscreen cause irritation skin,Light,Normal
151,1075338426,CONTEXT My skin dry acne prone medium tan dark spots hyperpigmentation I use sunscreen get worse The AB sunscreens I tried past year Purito Shiseido MakeP rem Very tentatively I say best one It smells like fresh chemically overly fragranced It goes like moisturizer smooth creamy without greasy shine get sunscreens It also thicker consistency xa0the AB sunscreens I tried milky preference No white cast absorbs quickly This one cosmetically elegant goes well makeup even thicker texture Last importantly burn Chemical combination sunscreens usually burn sensitive skin eyes problem one The thing I know sure level UV protection I typically burn sometimes hard gauge whether sunscreen actually working I stopped using Purito whole SPF level scandal I keeping fingers crossed sunscreen actually SPF50 PA works intended glorified moisturizer,Medium,Dry
152,1075338426,It sunscreen I like carry around I personally digressions sunscreens I say one take awhile rub leave white cast bit rubbing Afterwards skin look bright overall good sunscreen,Light,Combination
153,1075338426,I using snail version I think I found perfect sunscreen It break works really well sensitive skin It whitecast I mind However I think would work well POC,Fair,Dry
154,1075338426,Though bottle small lasted good five months daily application The cucumber scent wonderful leaves white cast I sure snail stuff made difference skin I liked product,Medium,Combination
155,1075338426,I prefer MISSHA sunblock honestly works great well Didn leave sort sticky feeling face actually felt really moisturizing,Light,Combination
156,1075338426,Affordable sunscreen helps skin No white cast I swear skin got better I started using Thanks snail,Light Medium,Combination
157,1075338426,I wear average sunnie days except days active playing sports outdoor underneath makeup light weighted whitening one seems also toning effect make skin look better even without makeup,Light Medium,Combination
158,1075338426,Best affordable sunscreen leave light whitecast would cautious tanner skin types job peel underneath makeup huge issue,Light,Oily
159,1075338426,Bouthgt mum loves I order future,Medium,Dry
160,1075338426,I using Biore Shiseido facial sunscreens years I decided give one try big snail fan It slightly thicker previous ones I used also feels less drying sits better makeup I love results low price cherry top,Light,Combination
161,1075338426,This sunscreen great better sunscreen I tried date I purchased second time It lightweight leave white cast It also odor I use every day daily skin care routine If looking really great affordable sunscreen gets job done I totally recommend one try,Light Medium,Combination
162,1075338426,No white cast sinks light feeling clogging natural finish I would say since I sure waterproof I sweat lot summer I go outside I would wear sunscreen mostly indoors It cosmetically elegant,Medium,Combination
163,1075338426,Light pleasant cucumber scent Leaves bit white cast skin tone medium light I use correct amount 1 4 tsp Probably suitable deeper skin tones Doesn irritate skin Although bi shiny finish greasy Would repurchase price point,Light Medium,Combination
164,1075338426,That snail sunscreen amazing Lightweight white cast hydrating greasy feels good skin Definitely winner,Olive,Oily
165,1075338426,I using sun bock regularly friends noticed difference My skin look crisp slight glow Love small enough take carry bags I travel Will continue ordering add onto morning routine,Light Medium,Normal
166,1075338426,It creamy moisturising I notoriously dry sensitive skin caused breakouts It sits well makeup smell good The cream easy squeeze issue brands,Light Medium,Dry
167,1075338426,I wanted try physical sunscreen since I already chemical one Biore one surprisingly good I got snail one leave white cast runnier consistency hydrates without making feel greasy Recommended friends like,Medium,Combination
168,1075338426,white patches smooth blend perfectly highly recommended,Light Medium,Dry
169,1075338426,white patches smooth blend perfectly highly recommended,Light Medium,Dry
170,1075338426,Its good suncream Its pretty cheap I would prefer drugstore sunscream,Medium,Oily
171,1075338426,I love It looks natural absorbs gick I use everyday I recommend would like skin little lighter im comfortable lighter,Light,Combination
172,1075338426,bought orange one honestly way better expensive korean suncreams ive tried far absorbs really nicely doesnt leave shine love finish texture nice soft kinda smells like artificial watermelon flavouring cucumber something idk describe actually like think smells fresh also good value money use suncream every day love theres bit extra 70ml bottle also evened skin tone reduced redness face even fully absorbed wasnt expecting pleasant surprise perfect im definitely buying,Fair,Combination
173,1075338426,This Sun Cream great winter It hydrating Absorbs right away Does leave white cast,Fair,Combination
174,1075338426,It good product ima using gets hotter Idk,Light Medium,Normal
175,1075338426,Not I use product mother sister used years We happy satisfied It oily And works described,Light Medium,Dry
176,1075338426,I got orange version amazing No whitecast works perfectly nice moisturizer It last price good,Medium,Combination
177,1075338426,I break clump makeup I like,Light Medium,Combination
178,1075338426,I using year I love It feels light soft skin I like sticky like many ones I tried It goes well foundation mixed since sometimes foundations feel dry skin,Fair,Combination
179,1075338426,It affordable sunscreen goes face really well There also scent I like strong Overall great sunscreen I like use everyday since sunny I live,Light Medium,Oily
180,1075338426,Nice product The main reason I choose sunscreen amount Its huge tube generous amount product inside I use sunscreen also primer make additional protection And make stays day long Its non whitening skin problem,Fair,Combination
181,1075338426,Tried loads sunscreen one one best I tried Can go without putting face It leaves face dewy glow finish,Medium,Combination
